,Year,Selling_Price,Kms_Driven,Fuel_Type,Transmission,Owner,Brand
472,2011,160000.0,155000,Petrol,Manual,First Owner,Maruti
473,2019,860000.0,35000,Diesel,Manual,First Owner,Mahindra
474,2018,650000.0,20000,Petrol,Manual,Second Owner,Hyundai
475,2010,100000.0,80000,Petrol,Manual,Second Owner,Maruti
476,2017,282000.0,20000,Petrol,Manual,First Owner,Maruti
477,2009,300000.0,50000,Petrol,Manual,First Owner,Hyundai
478,2010,270000.0,110000,Petrol,Manual,Second Owner,Hyundai
479,2013,550000.0,29000,Diesel,Manual,First Owner,Hyundai
480,2013,450000.0,120000,Diesel,Manual,First Owner,Mahindra
481,2011,430000.0,70000,Diesel,Manual,Second Owner,Mahindra
482,2013,350000.0,40000,Petrol,Manual,First Owner,Maruti
483,2017,350000.0,20000,Petrol,Manual,First Owner,Honda
484,2013,229999.0,50000,Petrol,Manual,Second Owner,Toyota
485,2013,110000.0,50000,Petrol,Manual,First Owner,Maruti
486,2012,395000.0,49000,Petrol,Manual,Second Owner,Maruti
487,2011,650000.0,70000,Diesel,Automatic,Second Owner,Mahindra
488,2011,350000.0,90000,Diesel,Manual,Second Owner,Mahindra
489,2020,1400000.0,25000,Diesel,Manual,First Owner,Mahindra
490,2018,360000.0,4000,Petrol,Manual,First Owner,Tata
491,2018,1300000.0,10000,Diesel,Manual,First Owner,Mahindra
492,2015,800000.0,15000,Diesel,Manual,First Owner,Renault
493,2018,229999.0,30000,Petrol,Manual,First Owner,Hyundai
494,2014,315000.0,41000,Petrol,Manual,First Owner,Maruti
495,2012,125000.0,28000,Petrol,Manual,First Owner,Chevrolet
496,2019,700000.0,16000,Petrol,Manual,First Owner,Maruti
497,2015,160000.0,70000,Petrol,Manual,First Owner,Hyundai
498,2017,530000.0,10832,Petrol,Manual,First Owner,Ford
499,2018,624000.0,14681,Diesel,Manual,First Owner,Ford
500,2009,250000.0,50000,Petrol,Manual,First Owner,Hyundai
501,2016,585000.0,51000,Diesel,Manual,First Owner,Mahindra
502,2015,500000.0,25000,Petrol,Manual,First Owner,Hyundai
503,2014,350000.0,30000,Petrol,Manual,First Owner,Chevrolet
504,2014,495000.0,80000,Diesel,Manual,First Owner,Honda
505,2017,500000.0,50000,Petrol,Manual,First Owner,Hyundai
507,2013,345000.0,44000,Petrol,Manual,First Owner,Hyundai
508,2015,500000.0,10000,Petrol,Manual,First Owner,Maruti
509,2019,425000.0,19600,Petrol,Manual,First Owner,Tata
510,2005,80000.0,40000,Petrol,Manual,Second Owner,Maruti
511,2011,106000.0,50000,Diesel,Manual,First Owner,Chevrolet
512,2009,180000.0,46730,Petrol,Manual,First Owner,Maruti
513,2015,250000.0,40000,Petrol,Manual,Second Owner,Datsun
514,2011,350000.0,80000,Diesel,Manual,First Owner,Skoda
515,2002,60000.0,80000,Petrol,Manual,Second Owner,Maruti
516,2018,900000.0,24000,Diesel,Manual,First Owner,Hyundai
517,2017,700000.0,21170,Diesel,Manual,First Owner,Ford
519,2017,1000000.0,40000,Diesel,Manual,First Owner,Maruti
520,2011,1375000.0,60000,Diesel,Automatic,First Owner,BMW
522,2007,160000.0,120000,Diesel,Manual,Others,Chevrolet
523,2012,525000.0,140000,Petrol,Automatic,First Owner,Others
525,2019,800000.0,30000,Diesel,Manual,First Owner,Maruti
526,2017,700000.0,88635,Diesel,Manual,First Owner,Ford
527,2018,800000.0,25000,Diesel,Manual,First Owner,Maruti
528,2017,575000.0,20000,Petrol,Manual,Second Owner,Hyundai
529,2012,350000.0,110000,Diesel,Manual,Second Owner,Renault
530,2008,250000.0,120000,Diesel,Manual,Others,Maruti
531,2011,600000.0,149674,Diesel,Manual,Second Owner,Ford
532,2007,370000.0,100000,Diesel,Manual,Others,Mahindra
533,2006,80000.0,120000,Petrol,Manual,Others,Maruti
534,2003,50000.0,120000,Diesel,Manual,Second Owner,Tata
535,2018,900000.0,25000,Diesel,Manual,First Owner,Hyundai
536,2014,300000.0,35000,Petrol,Manual,Second Owner,Maruti
537,2002,125000.0,40000,Petrol,Manual,First Owner,Tata
538,2015,490000.0,60000,Diesel,Manual,Second Owner,Maruti
539,2012,300000.0,50000,Diesel,Manual,Second Owner,Toyota
540,2013,55000.0,25000,Petrol,Manual,Others,Tata
541,2016,350000.0,25000,Petrol,Manual,First Owner,Hyundai
542,2019,755000.0,8000,Diesel,Manual,First Owner,Hyundai
543,2017,720000.0,60000,Diesel,Manual,First Owner,Maruti
545,2018,1100000.0,20000,Diesel,Manual,First Owner,Mahindra
546,2013,400000.0,100000,Petrol,Manual,First Owner,Volkswagen
547,2015,350000.0,70000,Diesel,Manual,Second Owner,Hyundai
548,2012,159000.0,68000,Diesel,Manual,First Owner,Chevrolet
549,2017,550000.0,38000,Petrol,Manual,First Owner,Maruti
550,2013,335000.0,80000,Diesel,Manual,First Owner,Maruti
551,2014,185000.0,72000,others,Manual,First Owner,Tata
552,2012,229999.0,75000,others,Manual,First Owner,Maruti
553,2014,225000.0,43000,Petrol,Manual,First Owner,Maruti
554,2007,250000.0,120000,Petrol,Manual,Second Owner,Maruti
555,2015,400000.0,100000,Diesel,Manual,First Owner,Tata
556,2014,470000.0,163000,Diesel,Manual,First Owner,Maruti
557,2018,300000.0,25000,Petrol,Automatic,First Owner,Maruti
558,2011,145000.0,25000,Petrol,Manual,First Owner,Maruti
559,2007,100000.0,90000,Petrol,Manual,Second Owner,Maruti
560,2014,500000.0,70000,Diesel,Manual,Second Owner,Mahindra
561,2010,130000.0,98000,others,Manual,Second Owner,Hyundai
562,2010,240000.0,81925,Diesel,Manual,First Owner,Chevrolet
563,2013,150000.0,80000,Diesel,Manual,Second Owner,Ford
564,2017,270000.0,40000,Petrol,Manual,First Owner,Renault
565,2014,400000.0,90000,Diesel,Manual,First Owner,Maruti
566,2012,200000.0,46000,Petrol,Manual,First Owner,Hyundai
567,2012,550000.0,80000,Diesel,Manual,First Owner,Mahindra
568,2018,325000.0,35000,Petrol,Manual,First Owner,Renault
569,2017,860000.0,82080,Diesel,Automatic,First Owner,Skoda
571,2009,125000.0,70000,Petrol,Manual,First Owner,Chevrolet
572,2000,60000.0,40000,Petrol,Manual,Others,Maruti
573,2010,300000.0,120000,Diesel,Manual,Others,Chevrolet
574,2007,190000.0,60000,Petrol,Manual,Others,Ford
575,2013,400000.0,110000,Diesel,Manual,First Owner,Maruti
576,2011,260000.0,97000,Diesel,Manual,Second Owner,Tata
577,2017,400000.0,30000,Petrol,Manual,First Owner,Maruti
578,2010,250000.0,40000,Petrol,Manual,First Owner,Hyundai
579,2019,600000.0,10000,Petrol,Manual,First Owner,Hyundai
580,2010,175000.0,52047,Petrol,Manual,First Owner,Maruti
582,2019,350000.0,15000,Petrol,Automatic,Second Owner,Tata
583,2018,800000.0,50000,Diesel,Manual,First Owner,Maruti
584,2011,250000.0,70000,Petrol,Manual,Second Owner,Maruti
585,2019,600000.0,10000,Petrol,Manual,First Owner,Maruti
586,2017,600000.0,90000,Diesel,Manual,First Owner,Maruti
587,2016,130000.0,40000,Petrol,Manual,First Owner,Maruti
588,2006,90000.0,62009,Petrol,Manual,Second Owner,Maruti
589,2017,595000.0,33100,Petrol,Manual,Second Owner,Hyundai
590,2014,190000.0,40000,Petrol,Manual,Second Owner,Hyundai
591,1999,50000.0,120000,Petrol,Manual,Second Owner,Hyundai
592,2007,95000.0,80000,Petrol,Manual,First Owner,Maruti
593,2016,1000000.0,70000,Diesel,Manual,First Owner,Tata
595,2010,400000.0,50000,Diesel,Manual,First Owner,Mahindra
596,2015,315000.0,45000,Petrol,Manual,Second Owner,Datsun
597,2014,1000000.0,110000,Diesel,Manual,First Owner,Toyota
598,2014,500000.0,49000,Diesel,Manual,First Owner,Ford
600,2017,500000.0,160000,Diesel,Manual,First Owner,Mahindra
602,2007,105000.0,60000,Petrol,Manual,Second Owner,Maruti
603,2008,400000.0,110000,Diesel,Manual,Others,Ford
604,2004,80000.0,60000,Petrol,Manual,Others,Maruti
605,2016,300000.0,30000,Petrol,Manual,First Owner,Maruti
606,2017,409999.0,40000,Diesel,Manual,First Owner,Mahindra
607,2009,250000.0,70000,Petrol,Manual,First Owner,Maruti
608,2010,250000.0,120000,Diesel,Manual,Second Owner,Tata
609,2012,215000.0,80000,Diesel,Manual,Others,Maruti
610,2015,1400000.0,120000,Diesel,Manual,First Owner,Toyota
611,2018,475000.0,20000,Petrol,Manual,First Owner,Honda
612,2018,475000.0,22000,Petrol,Manual,First Owner,Honda
613,2008,75000.0,35000,Petrol,Manual,Second Owner,Chevrolet
614,2013,200000.0,120000,Diesel,Manual,Second Owner,Chevrolet
615,2019,575000.0,8000,Petrol,Manual,First Owner,Tata
616,2011,150000.0,40000,Diesel,Manual,Second Owner,Maruti
617,2018,850000.0,10000,Diesel,Manual,First Owner,Maruti
618,2019,350000.0,30000,Petrol,Manual,First Owner,Hyundai
619,2011,550000.0,54000,Diesel,Manual,Second Owner,Ford
620,2017,330000.0,80577,Petrol,Manual,First Owner,Hyundai
621,2017,1044999.0,25000,Diesel,Manual,First Owner,Honda
622,2011,300000.0,127500,Diesel,Manual,Second Owner,Hyundai
623,2015,235000.0,40903,Petrol,Manual,First Owner,Hyundai
624,2011,120000.0,60000,Petrol,Manual,Others,Ford
625,2004,130000.0,46000,Petrol,Manual,First Owner,Maruti
626,2004,275000.0,22288,Diesel,Manual,Second Owner,Ford
628,2015,500000.0,30000,Diesel,Manual,Second Owner,Volkswagen
629,2015,400000.0,61690,Petrol,Manual,First Owner,Hyundai
630,2015,600000.0,64484,Petrol,Manual,First Owner,Hyundai
631,2012,1350000.0,90000,Diesel,Automatic,Second Owner,Audi
632,2013,400000.0,75976,Diesel,Manual,Second Owner,Renault
633,2011,220000.0,70000,Diesel,Manual,Second Owner,Ford
634,2012,300000.0,85962,Petrol,Manual,Second Owner,Honda
635,2018,250000.0,120000,Petrol,Manual,First Owner,Maruti
636,2015,600000.0,120000,Diesel,Manual,First Owner,Honda
637,2012,285000.0,75000,Petrol,Automatic,Second Owner,Honda
638,2009,350000.0,57035,Petrol,Manual,First Owner,Honda
639,2011,170000.0,70000,Diesel,Manual,Others,Mahindra
640,2015,229999.0,45000,Petrol,Manual,First Owner,Ford
641,2013,500000.0,72104,Diesel,Manual,Second Owner,Mahindra
642,2011,75000.0,15000,Petrol,Manual,First Owner,Tata
643,2016,600000.0,30000,Petrol,Manual,First Owner,Hyundai
644,2011,220000.0,80000,Diesel,Manual,First Owner,Tata
645,2009,150000.0,164000,Diesel,Manual,Second Owner,Tata
646,2006,65000.0,124439,Petrol,Manual,Second Owner,Maruti
647,2006,120000.0,77000,Petrol,Manual,Second Owner,Maruti
648,2014,240000.0,90000,Diesel,Manual,First Owner,Maruti
649,2017,390000.0,30000,Petrol,Manual,First Owner,Renault
650,2012,180000.0,50000,Petrol,Manual,First Owner,Chevrolet
651,2012,320000.0,80000,Diesel,Manual,Second Owner,Maruti
652,2018,310000.0,5000,Petrol,Manual,First Owner,Maruti
653,2018,420000.0,24000,Petrol,Automatic,First Owner,Maruti
654,2019,550000.0,10000,Petrol,Manual,First Owner,Tata
655,2016,550000.0,78000,Diesel,Manual,Others,Maruti
656,2018,760000.0,50000,Diesel,Manual,First Owner,Mahindra
657,2001,43000.0,100000,Petrol,Manual,Second Owner,Maruti
658,2018,250000.0,20000,Petrol,Manual,First Owner,Maruti
659,2019,500000.0,1250,Petrol,Manual,First Owner,Hyundai
660,2015,380000.0,17152,Petrol,Manual,First Owner,Tata
662,2012,350000.0,77000,Diesel,Manual,First Owner,Volkswagen
663,2008,195000.0,90000,Diesel,Manual,Second Owner,Hyundai
664,2011,225000.0,80000,Petrol,Manual,Second Owner,Chevrolet
665,2015,1125000.0,65000,Diesel,Manual,First Owner,Toyota
666,2011,133000.0,80000,Diesel,Manual,First Owner,Tata
667,2013,200000.0,24005,Petrol,Manual,First Owner,Hyundai
668,2018,940000.0,20000,Diesel,Manual,First Owner,Maruti
669,2014,400000.0,120000,Diesel,Manual,First Owner,Renault
670,2009,120000.0,120000,Petrol,Manual,Second Owner,Hyundai
671,2015,625000.0,80000,Diesel,Manual,First Owner,Maruti
672,2005,110000.0,80000,Petrol,Manual,First Owner,Maruti
673,2012,490000.0,100000,Diesel,Manual,First Owner,Renault
674,2009,140000.0,120000,Petrol,Manual,Second Owner,Maruti
675,2011,175000.0,149000,Diesel,Manual,Second Owner,Ford
676,2005,90000.0,65000,Petrol,Manual,Second Owner,Maruti
677,2009,275000.0,100000,Diesel,Manual,Second Owner,Maruti
678,2011,300000.0,65000,Diesel,Manual,Second Owner,Volkswagen
679,2018,270000.0,19000,Petrol,Manual,Second Owner,Datsun
680,2010,130000.0,80000,Petrol,Manual,Second Owner,Chevrolet
681,2015,275000.0,30000,Petrol,Manual,First Owner,Maruti
682,2012,352000.0,109000,Diesel,Manual,First Owner,Maruti
683,2012,180000.0,90000,others,Manual,First Owner,Hyundai
684,2012,150000.0,90000,Petrol,Manual,First Owner,Maruti
685,2011,300000.0,65000,Diesel,Manual,Second Owner,Volkswagen
686,2010,300000.0,110000,Diesel,Manual,Second Owner,Maruti
687,2007,225000.0,120000,Diesel,Manual,First Owner,Mahindra
688,2014,600000.0,44000,Diesel,Manual,First Owner,Honda
689,2015,500000.0,80000,Petrol,Manual,First Owner,Maruti
690,2018,900000.0,5000,Petrol,Manual,First Owner,Honda
691,2016,600000.0,61000,Petrol,Manual,First Owner,Hyundai
692,2011,450000.0,100000,Diesel,Manual,Second Owner,Toyota
693,2009,270000.0,27633,Petrol,Manual,First Owner,Hyundai
694,2010,310000.0,100000,Diesel,Manual,Others,Maruti
695,2012,250000.0,100000,others,Manual,First Owner,Hyundai
696,2019,700000.0,12586,Petrol,Manual,First Owner,Ford
697,2018,650000.0,38083,Diesel,Manual,First Owner,Others
698,2012,400000.0,55328,Diesel,Manual,First Owner,Ford
699,2012,425000.0,81632,Diesel,Manual,First Owner,Ford
700,2016,600000.0,155201,Diesel,Manual,First Owner,Ford
701,2013,600000.0,93283,Diesel,Manual,First Owner,Ford
703,2012,450000.0,90165,Diesel,Manual,First Owner,Ford
704,2014,750000.0,101504,Diesel,Manual,First Owner,Ford
705,2010,325000.0,86017,Diesel,Manual,Second Owner,Ford
706,2013,900000.0,85036,Diesel,Manual,Second Owner,Mahindra
707,2006,180000.0,91086,Petrol,Manual,Second Owner,Ford
708,2013,350000.0,160254,Diesel,Manual,Second Owner,Others
709,2013,600000.0,125531,Diesel,Manual,Second Owner,Ford
710,2019,900000.0,60000,Diesel,Manual,First Owner,Honda
711,2006,350000.0,100000,Diesel,Manual,First Owner,Skoda
712,2013,280000.0,90000,Diesel,Manual,Others,Maruti
713,2009,225000.0,120000,Diesel,Manual,Second Owner,Mahindra
714,2014,520000.0,82000,Diesel,Manual,First Owner,Honda
715,2016,509999.0,60000,Diesel,Manual,First Owner,Mahindra
716,2019,556000.0,24000,Petrol,Manual,First Owner,Maruti
717,2014,225000.0,120000,Diesel,Manual,First Owner,Tata
718,2013,325000.0,65000,Diesel,Manual,First Owner,Honda
719,2013,365000.0,65000,Diesel,Manual,First Owner,Maruti
720,2015,850000.0,84000,Diesel,Manual,First Owner,Hyundai
721,2013,350000.0,75000,Diesel,Manual,First Owner,Toyota
722,2007,225000.0,50000,Diesel,Manual,First Owner,Maruti
723,2011,135000.0,50000,Petrol,Manual,First Owner,Maruti
724,2007,140000.0,49000,Petrol,Manual,First Owner,Maruti
726,2015,275000.0,14365,Petrol,Manual,First Owner,Renault
728,2013,484999.0,65000,Diesel,Manual,First Owner,Hyundai
729,2015,565000.0,65000,Diesel,Manual,First Owner,Maruti
730,2013,425000.0,61083,Diesel,Manual,First Owner,Maruti
731,2013,925000.0,75000,Diesel,Manual,First Owner,Toyota
732,2012,565000.0,72000,Diesel,Manual,First Owner,Mahindra
733,2014,525000.0,65000,Diesel,Manual,First Owner,Renault
735,2015,295000.0,21000,Petrol,Manual,Second Owner,Hyundai
738,2017,1100000.0,10000,Petrol,Automatic,First Owner,Hyundai
740,2016,670000.0,7104,Petrol,Manual,First Owner,Maruti
741,2015,750000.0,45974,Diesel,Manual,First Owner,Maruti
742,2015,760000.0,55340,Petrol,Manual,First Owner,Hyundai
743,2017,850000.0,20000,Petrol,Automatic,Second Owner,Volkswagen
744,2015,390000.0,61585,Diesel,Manual,First Owner,Renault
745,2016,450000.0,39415,Petrol,Automatic,Second Owner,Maruti
746,2014,425000.0,29654,Petrol,Manual,First Owner,Honda
747,2016,770000.0,64672,Diesel,Manual,First Owner,Maruti
748,2015,1150000.0,54634,Diesel,Automatic,Second Owner,Hyundai
749,2015,775000.0,66521,Petrol,Manual,First Owner,Honda
752,2013,450000.0,1000,Diesel,Manual,Second Owner,Renault
756,2016,535000.0,52600,Diesel,Manual,First Owner,Hyundai
757,2012,225000.0,110000,Petrol,Manual,Second Owner,Maruti
758,2017,550000.0,19890,Petrol,Automatic,First Owner,Hyundai
759,2016,670000.0,7104,Petrol,Manual,First Owner,Maruti
760,2015,625000.0,11918,Petrol,Manual,First Owner,Maruti
761,2017,520000.0,10510,Petrol,Automatic,First Owner,Hyundai
762,2016,239000.0,41000,Petrol,Manual,First Owner,Chevrolet
764,2015,750000.0,45974,Diesel,Manual,First Owner,Maruti
765,2012,229999.0,49824,Petrol,Manual,First Owner,Hyundai
766,2013,1300000.0,58500,Diesel,Automatic,First Owner,Audi
767,2005,80000.0,56580,Petrol,Manual,First Owner,Hyundai
768,2012,385000.0,52000,Diesel,Manual,First Owner,Skoda
769,2015,760000.0,55340,Petrol,Manual,First Owner,Hyundai
770,2017,600000.0,46507,Diesel,Manual,First Owner,Maruti
771,2013,450000.0,1000,Diesel,Manual,Second Owner,Renault
775,2016,535000.0,52600,Diesel,Manual,First Owner,Hyundai
776,2012,225000.0,110000,Petrol,Manual,Second Owner,Maruti
777,2017,550000.0,19890,Petrol,Automatic,First Owner,Hyundai
778,2016,670000.0,7104,Petrol,Manual,First Owner,Maruti
779,2015,625000.0,11918,Petrol,Manual,First Owner,Maruti
780,2017,520000.0,10510,Petrol,Automatic,First Owner,Hyundai
781,2016,239000.0,41000,Petrol,Manual,First Owner,Chevrolet
783,2015,750000.0,45974,Diesel,Manual,First Owner,Maruti
784,2012,229999.0,49824,Petrol,Manual,First Owner,Hyundai
785,2013,1300000.0,58500,Diesel,Automatic,First Owner,Audi
786,2005,80000.0,56580,Petrol,Manual,First Owner,Hyundai
787,2012,385000.0,52000,Diesel,Manual,First Owner,Skoda
788,2015,760000.0,55340,Petrol,Manual,First Owner,Hyundai
789,2017,600000.0,46507,Diesel,Manual,First Owner,Maruti
790,2013,450000.0,1000,Diesel,Manual,Second Owner,Renault
794,2016,535000.0,52600,Diesel,Manual,First Owner,Hyundai
795,2012,225000.0,110000,Petrol,Manual,Second Owner,Maruti
796,2017,550000.0,19890,Petrol,Automatic,First Owner,Hyundai
797,2016,670000.0,7104,Petrol,Manual,First Owner,Maruti
798,2015,625000.0,11918,Petrol,Manual,First Owner,Maruti
799,2017,520000.0,10510,Petrol,Automatic,First Owner,Hyundai
800,2016,239000.0,41000,Petrol,Manual,First Owner,Chevrolet
802,2015,750000.0,45974,Diesel,Manual,First Owner,Maruti
803,2012,229999.0,49824,Petrol,Manual,First Owner,Hyundai
804,2013,1300000.0,58500,Diesel,Automatic,First Owner,Audi
805,2005,80000.0,56580,Petrol,Manual,First Owner,Hyundai
806,2012,385000.0,52000,Diesel,Manual,First Owner,Skoda
807,2015,760000.0,55340,Petrol,Manual,First Owner,Hyundai
808,2017,600000.0,46507,Diesel,Manual,First Owner,Maruti
809,2013,450000.0,1000,Diesel,Manual,Second Owner,Renault
813,2016,535000.0,52600,Diesel,Manual,First Owner,Hyundai
814,2012,225000.0,110000,Petrol,Manual,Second Owner,Maruti
815,2017,550000.0,19890,Petrol,Automatic,First Owner,Hyundai
816,2016,670000.0,7104,Petrol,Manual,First Owner,Maruti
817,2015,625000.0,11918,Petrol,Manual,First Owner,Maruti
818,2017,520000.0,10510,Petrol,Automatic,First Owner,Hyundai
819,2016,239000.0,41000,Petrol,Manual,First Owner,Chevrolet
821,2015,750000.0,45974,Diesel,Manual,First Owner,Maruti
822,2012,229999.0,49824,Petrol,Manual,First Owner,Hyundai
823,2013,1300000.0,58500,Diesel,Automatic,First Owner,Audi
824,2005,80000.0,56580,Petrol,Manual,First Owner,Hyundai
825,2012,385000.0,52000,Diesel,Manual,First Owner,Skoda
826,2015,760000.0,55340,Petrol,Manual,First Owner,Hyundai
827,2017,600000.0,46507,Diesel,Manual,First Owner,Maruti
828,2013,350000.0,50000,Petrol,Manual,Second Owner,Hyundai
829,2014,114999.0,30000,Petrol,Manual,First Owner,Maruti
830,2013,380000.0,50000,Petrol,Manual,Second Owner,Hyundai
831,1995,95000.0,100000,Petrol,Manual,Second Owner,Maruti
832,2016,900000.0,35000,Diesel,Manual,First Owner,Mahindra
833,2012,200999.0,90000,Petrol,Manual,Second Owner,Chevrolet
834,2014,229999.0,11451,Petrol,Manual,First Owner,Maruti
835,2019,800000.0,60000,Diesel,Manual,First Owner,Tata
836,2012,150000.0,172000,Diesel,Manual,Second Owner,Mahindra
837,2018,600000.0,60000,Diesel,Manual,First Owner,Maruti
838,2005,150000.0,150000,Diesel,Manual,First Owner,Chevrolet
839,2009,150000.0,66000,Diesel,Manual,First Owner,Chevrolet
840,2019,380000.0,5000,Petrol,Manual,First Owner,Maruti
841,2006,80000.0,66508,Petrol,Manual,Second Owner,Maruti
842,2007,225000.0,55000,Petrol,Manual,Second Owner,Honda
843,2012,75000.0,29900,Petrol,Manual,First Owner,Tata
845,2012,185000.0,85000,Diesel,Manual,First Owner,Tata
846,2011,425000.0,50000,Diesel,Manual,First Owner,Mahindra
847,2010,100000.0,120000,Diesel,Manual,Second Owner,Tata
848,2008,140000.0,90000,Petrol,Manual,Others,Maruti
849,2017,710000.0,8000,Petrol,Automatic,First Owner,Maruti
850,2015,450000.0,7900,Petrol,Automatic,First Owner,Honda
851,2017,210000.0,50000,Petrol,Manual,First Owner,Datsun
852,2016,270000.0,25000,Petrol,Manual,First Owner,Maruti
853,2009,110000.0,20000,Petrol,Manual,First Owner,Maruti
854,2018,540000.0,17500,Petrol,Manual,First Owner,Maruti
855,2008,145000.0,25000,Petrol,Manual,First Owner,Mahindra
857,2013,250000.0,88600,others,Manual,First Owner,Hyundai
858,2012,110000.0,80000,Diesel,Manual,First Owner,Tata
859,2008,250000.0,100000,Diesel,Manual,Others,Chevrolet
861,2010,140000.0,60000,Petrol,Manual,First Owner,Chevrolet
